Ngày,Diện tích,Dài,Rộng,Giá/m2
08-07-2020,53 m²,4 m,12 m,"107,55 triệu/m²"
08-07-2020,60 m²,12 m,5 m,"68,33 triệu/m²"
08-07-2020,30 m²,7 m,45 m,"62,33 triệu/m²"
08-07-2020,30 m²,8 m,5 m,"81,67 triệu/m²"
08-07-2020,50 m²,15 m,7 m,131 triệu/m²
08-07-2020,33 m²,10.5 m,3.15 m,"63,64 triệu/m²"
08-07-2020,300 m²,17 m,16 m,20 triệu/m²
08-07-2020,45 m²,15 m,3 m,"51,11 triệu/m²"
08-07-2020,60 m²,12 m,5 m,"45,83 triệu/m²"
08-07-2020,31 m²,9 m,3 m,"83,87 triệu/m²"
08-07-2020,20 m²,5 m,4 m,95 triệu/m²
08-07-2020,56 m²,7 m,8 m,"151,79 triệu/m²"
08-07-2020,43 m²,10.5 m,4.2 m,"325,58 triệu/m²"
08-07-2020,30 m²,8 m,3 m,"96,67 triệu/m²"
08-07-2020,35 m²,10 m,3.3 m,"117,14 triệu/m²"
08-07-2020,73 m²,15 m,5.5 m,"212,33 triệu/m²"
08-07-2020,50 m²,10 m,4 m,71 triệu/m²
08-07-2020,39 m²,10 m,4 m,"55,9 triệu/m²"
08-07-2020,75 m²,15 m,5 m,"69,33 triệu/m²"
08-07-2020,45 m²,11 m,4 m,"57,78 triệu/m²"
08-07-2020,37 m²,11 m,3 m,"59,46 triệu/m²"
08-07-2020,51 m²,10.2 m,5 m,"64,71 triệu/m²"
08-07-2020,34 m²,8 m,4.7 m,"85,29 triệu/m²"
08-07-2020,47 m²,6.7 m,7 m,"65,96 triệu/m²"
08-07-2020,54 m²,9 m,6 m,"98,15 triệu/m²"
08-07-2020,28 m²,7 m,4 m,"85,71 triệu/m²"
08-07-2020,200 m²,20 m,10 m,175 triệu/m²
08-07-2020,45 m²,4 m,4 m,62.222 đ/m²
08-07-2020,33 m²,8 m,4 m,"66,67 triệu/m²"
08-07-2020,35 m²,10 m,3 m,"78,57 triệu/m²"
08-07-2020,63 m²,13 m,5 m,"52,38 triệu/m²"
08-07-2020,68 m²,17 m,4 m,"242,65 triệu/m²"
08-07-2020,100 m²,12 m,9.2 m,"148,5 triệu/m²"
08-07-2020,20 m²,6 m,3 m,250 triệu/m²
08-07-2020,32 m²,12 m,6 m,"68,75 triệu/m²"
08-07-2020,67 m²,13 m,5 m,"49,25 triệu/m²"
08-07-2020,32 m²,8 m,4 m,"62,5 triệu/m²"
08-07-2020,40 m²,10 m,4 m,"92,5 triệu/m²"
08-07-2020,68 m²,15 m,5 m,"98,53 triệu/m²"
08-07-2020,32 m²,9 m,3 m,"81,25 triệu/m²"
08-07-2020,60 m²,12 m,5 m,120 triệu/m²
08-07-2020,34 m²,10 m,3 m,"76,47 triệu/m²"
08-07-2020,64 m²,9 m,7 m,"114,06 triệu/m²"
08-07-2020,200 m²,20 m,10 m,180 triệu/m²
08-07-2020,23 m²,32 m,4 m,"104,35 triệu/m²"
08-07-2020,30 m²,75 m,4 m,90 triệu/m²
08-07-2020,80 m²,18 m,4 m,"231,25 triệu/m²"
08-07-2020,40 m²,10 m,4 m,100 triệu/m²
08-07-2020,48 m²,14 m,4 m,"114,58 triệu/m²"
08-07-2020,18 m²,5 m,4 m,"105,56 triệu/m²"
08-07-2020,50 m²,14.3 m,3.5 m,840.000 đ/m²
08-07-2020,58 m²,11 m,38 m,"100,86 triệu/m²"
08-07-2020,36 m²,12 m,3 m,"94,44 triệu/m²"
08-07-2020,55 m²,13.75 m,4 m,"96,36 triệu/m²"
08-07-2020,48 m²,10 m,5 m,"208,33 triệu/m²"
08-07-2020,31 m²,6 m,5 m,"106,45 triệu/m²"
08-07-2020,53 m²,8 m,7 m,"91,51 triệu/m²"
08-07-2020,42 m²,10.5 m,4 m,"376,19 triệu/m²"
08-07-2020,60 m²,16 m,3 m,"40,95 triệu/m²"
08-07-2020,36 m²,9 m,4 m,"86,11 triệu/m²"
08-07-2020,35 m²,10 m,3 m,"107,14 triệu/m²"
08-07-2020,45 m²,11 m,4 m,"122,22 triệu/m²"
08-07-2020,82 m²,16 m,5 m,"79,27 triệu/m²"
08-07-2020,30 m²,8 m,4 m,"86,33 triệu/m²"
08-07-2020,36 m²,10.2 m,3.5 m,"54,17 triệu/m²"
08-07-2020,40 m²,10 m,4 m,"93,75 triệu/m²"
08-07-2020,35 m²,12 m,4 m,"75,71 triệu/m²"
08-07-2020,18 m²,4 m,5 m,125 triệu/m²
08-07-2020,35 m²,7 m,5 m,"94,29 triệu/m²"
08-07-2020,30 m²,7.5 m,4 m,"91,67 triệu/m²"
08-07-2020,40 m²,10 m,4 m,"121,25 triệu/m²"
08-07-2020,38 m²,10 m,3 m,"86,84 triệu/m²"
08-07-2020,30 m²,8 m,3 m,60 triệu/m²
08-07-2020,31 m²,10 m,3 m,"90,32 triệu/m²"
08-07-2020,30 m²,7 m,4 m,"128,33 triệu/m²"
08-07-2020,33 m²,8 m,4 m,"146,97 triệu/m²"
08-07-2020,50 m²,10 m,5 m,"137,8 triệu/m²"
08-07-2020,21 m²,7 m,3 m,"78,57 triệu/m²"
08-07-2020,35 m²,10 m,3.5 m,82.857 đ/m²
08-07-2020,50 m²,16 m,3.5 m,122 triệu/m²
08-07-2020,35 m²,6 m,5 m,"71,43 triệu/m²"
08-07-2020,40 m²,10 m,4 m,145 triệu/m²
08-07-2020,50 m²,10 m,5 m,70 triệu/m²
08-07-2020,20 m²,5 m,4 m,55 triệu/m²
08-07-2020,46 m²,12 m,4 m,"65,22 triệu/m²"
08-07-2020,45 m²,9 m,5 m,"73,33 triệu/m²"
08-07-2020,45 m²,9 m,5 m,"73,33 triệu/m²"
08-07-2020,55 m²,14 m,4 m,"52,73 triệu/m²"
08-07-2020,40 m²,10 m,4 m,70 triệu/m²
08-07-2020,38 m²,10 m,4 m,"57,89 triệu/m²"
08-07-2020,30 m²,9 m,3 m,"45,33 triệu/m²"
08-07-2020,100 m²,18.2 m,5.5 m,42 triệu/m²
08-07-2020,71 m²,18 m,4 m,"295,77 triệu/m²"
08-07-2020,35 m²,9 m,4 m,"77,14 triệu/m²"
08-07-2020,32 m²,10 m,3 m,"48,44 triệu/m²"
08-07-2020,30 m²,10 m,28 m,"106,67 triệu/m²"
08-07-2020,40 m²,6 m,6 m,"87,5 triệu/m²"
08-07-2020,33 m²,8 m,4 m,"178,79 triệu/m²"
08-07-2020,60 m²,160 m,38 m,"83,33 triệu/m²"
08-07-2020,55 m²,7 m,7 m,"101,82 triệu/m²"
08-07-2020,39 m²,10 m,3 m,"71,54 triệu/m²"
08-07-2020,44 m²,12 m,3 m,"68,18 triệu/m²"
08-07-2020,81 m²,13.5 m,6 m,"216,05 triệu/m²"
08-07-2020,35 m²,7 m,5 m,"9,14 triệu/m²"
08-07-2020,36 m²,8 m,4 m,"74,44 triệu/m²"
08-07-2020,40 m²,9 m,4.7 m,70 triệu/m²
08-07-2020,38 m²,12 m,3.5 m,"71,05 triệu/m²"
08-07-2020,37 m²,10 m,4 m,"89,19 triệu/m²"
08-07-2020,33 m²,7 m,5 m,"56,06 triệu/m²"
08-07-2020,52 m²,12 m,4 m,"117,31 triệu/m²"
08-07-2020,34 m²,10 m,3 m,"61,76 triệu/m²"
08-07-2020,59 m²,10 m,4 m,"54,24 triệu/m²"
08-07-2020,165 m²,20 m,8 m,"606,06 triệu/m²"
08-07-2020,19 m²,7 m,3 m,"81,58 triệu/m²"
08-07-2020,75 m²,9 m,8 m,"89,33 triệu/m²"
08-07-2020,40 m²,10 m,4 m,"102,5 triệu/m²"
08-07-2020,30 m²,10 m,3 m,"73,33 triệu/m²"
08-07-2020,60 m²,15 m,4 m,"108,33 triệu/m²"
08-07-2020,65 m²,5 m,4 m,120 triệu/m²
08-07-2020,40 m²,10 m,4 m,130 triệu/m²
08-07-2020,32 m²,11 m,3 m,"34,69 triệu/m²"
08-07-2020,40 m²,11 m,4 m,"107,5 triệu/m²"
08-07-2020,45 m²,11 m,4 m,"84,44 triệu/m²"
08-07-2020,40 m²,5 m,4 m,"82,5 triệu/m²"
08-07-2020,20 m²,5 m,4 m,91 triệu/m²
08-07-2020,30 m²,9 m,3 m,"53,33 triệu/m²"
08-07-2020,26 m²,6 m,4 m,"157,69 triệu/m²"
08-07-2020,36 m²,12 m,3 m,"213,33 triệu/m²"
08-07-2020,55 m²,10 m,5 m,"154,55 triệu/m²"
08-07-2020,60 m²,10 m,6 m,"191,67 triệu/m²"
08-07-2020,33 m²,11 m,3 m,"3,48 triệu/m²"
08-07-2020,55 m²,13 m,4 m,"90,91 triệu/m²"
08-07-2020,56 m²,14 m,4 m,"98,21 triệu/m²"
08-07-2020,75 m²,13 m,6 m,"69,33 triệu/m²"
08-07-2020,30 m²,8 m,4 m,"83,33 triệu/m²"
08-07-2020,58 m²,10 m,6 m,"94,83 triệu/m²"
08-07-2020,32 m²,9 m,4 m,"81,25 triệu/m²"
08-07-2020,40 m²,10 m,4 m,"93,75 triệu/m²"
08-07-2020,35 m²,9 m,3 m,"68,57 triệu/m²"
08-07-2020,40 m²,10 m,4 m,60 triệu/m²
08-07-2020,34 m²,9 m,4 m,"61,76 triệu/m²"
08-07-2020,55 m²,12 m,5 m,"88,18 triệu/m²"
08-07-2020,86 m²,16 m,5 m,"93,02 triệu/m²"
08-07-2020,72 m²,68 m,4 m,"16,67 triệu/m²"
08-07-2020,44 m²,90 m,50 m,"84,09 triệu/m²"
08-07-2020,117 m²,18 m,5 m,"98,29 triệu/m²"
08-07-2020,32 m²,8 m,4 m,"73,44 triệu/m²"
08-07-2020,30 m²,6 m,5 m,"73,33 triệu/m²"
08-07-2020,75 m²,12 m,6 m,72 triệu/m²
08-07-2020,105 m²,14 m,8 m,"66,67 triệu/m²"
08-07-2020,52 m²,15 m,4 m,"128,85 triệu/m²"
08-07-2020,30 m²,10 m,3 m,79 triệu/m²
08-07-2020,33 m²,9 m,4 m,"78,79 triệu/m²"
08-07-2020,40 m²,11.3 m,3.5 m,57 triệu/m²
08-07-2020,162 m²,16.2 m,10 m,"327,1 triệu/m²"
08-07-2020,25 m²,9 m,3 m,94 triệu/m²
08-07-2020,70 m²,13 m,5 m,"192,86 triệu/m²"
08-07-2020,40 m²,10 m,4 m,"77,5 triệu/m²"
08-07-2020,32 m²,10 m,3.5 m,"123,44 triệu/m²"
08-07-2020,99 m²,17 m,6 m,"89,9 triệu/m²"
08-07-2020,31 m²,10 m,3 m,"80,65 triệu/m²"
08-07-2020,145 m²,17 m,8 m,"124,14 triệu/m²"
08-07-2020,35 m²,5 m,6 m,"88,57 triệu/m²"
08-07-2020,40 m²,10 m,4 m,30 triệu/m²
08-07-2020,56 m²,16.9 m,3.3 m,"105,36 triệu/m²"
08-07-2020,70 m²,23 m,3 m,"52,86 triệu/m²"
08-07-2020,38 m²,9.5 m,4 m,"94,74 triệu/m²"
08-07-2020,55 m²,12 m,4 m,"105,45 triệu/m²"
08-07-2020,50 m²,14 m,3 m,64 triệu/m²
08-07-2020,55 m²,12 m,4 m,"70,91 triệu/m²"
08-07-2020,38 m²,11 m,3.5 m,"71,05 triệu/m²"
08-07-2020,170 m²,17 m,10 m,"261,76 triệu/m²"
08-07-2020,35 m²,6 m,5 m,100 triệu/m²
08-07-2020,70 m²,13 m,5 m,"72,86 triệu/m²"
08-07-2020,50 m²,15 m,50 m,106 triệu/m²
08-07-2020,54 m²,13 m,4 m,140 triệu/m²
08-07-2020,38 m²,10 m,4 m,"71,05 triệu/m²"
08-07-2020,62 m²,10 m,6 m,"117,74 triệu/m²"
08-07-2020,69 m²,15 m,4 m,"231,88 triệu/m²"
08-07-2020,35 m²,9 m,4 m,"124,29 triệu/m²"
08-07-2020,40 m²,10 m,4 m,"82,5 triệu/m²"
08-07-2020,40 m²,10 m,4 m,195 triệu/m²
08-07-2020,38 m²,10 m,4 m,"71,05 triệu/m²"
08-07-2020,30 m²,8 m,4 m,100 triệu/m²
08-07-2020,14 m²,3 m,4 m,"64,29 triệu/m²"
08-07-2020,24 m²,6 m,4 m,"47,5 triệu/m²"
08-07-2020,42 m²,10 m,3 m,"91,67 triệu/m²"
08-07-2020,32 m²,9 m,3 m,100 triệu/m²
08-07-2020,25 m²,8 m,3 m,68 triệu/m²
08-07-2020,70 m²,18 m,4 m,"235,71 triệu/m²"
08-07-2020,93 m²,9 m,10 m,"53,76 triệu/m²"
08-07-2020,30 m²,10 m,3 m,"51,67 triệu/m²"
08-07-2020,30 m²,6 m,5 m,65 triệu/m²
08-07-2020,39 m²,10 m,3 m,"74,36 triệu/m²"
08-07-2020,38 m²,8 m,4 m,"78,95 triệu/m²"
08-07-2020,45 m²,11 m,4 m,"131,11 triệu/m²"
08-07-2020,90 m²,18 m,5 m,"364,44 triệu/m²"
08-07-2020,20 m²,5 m,45 m,90 triệu/m²
08-07-2020,35 m²,7 m,5 m,"82,86 triệu/m²"
08-07-2020,50 m²,11 m,4 m,106 triệu/m²
08-07-2020,48 m²,12 m,4 m,"147,92 triệu/m²"
08-07-2020,30 m²,3 m,5 m,95 triệu/m²
08-07-2020,32 m²,9 m,3 m,100 triệu/m²
08-07-2020,22 m²,4 m,4 m,"359,09 triệu/m²"
08-07-2020,40 m²,10 m,4 m,65 triệu/m²
08-07-2020,36 m²,10 m,5 m,100 triệu/m²
08-07-2020,55 m²,14 m,4 m,"81,82 triệu/m²"
08-07-2020,18 m²,5 m,3.6 m,"136,11 triệu/m²"
08-07-2020,40 m²,10 m,4 m,"137,5 triệu/m²"
08-07-2020,58 m²,14 m,4 m,"117,24 triệu/m²"
08-07-2020,37 m²,5 m,5 m,"48,65 triệu/m²"
08-07-2020,88 m²,16 m,15 m,"431,82 triệu/m²"
08-07-2020,88 m²,15 m,16 m,"431,82 triệu/m²"
08-07-2020,75 m²,17 m,4 m,"106,67 triệu/m²"
08-07-2020,30 m²,8 m,3 m,"161,67 triệu/m²"
08-07-2020,50 m²,12 m,4 m,124 triệu/m²
08-07-2020,68 m²,16 m,4 m,100 triệu/m²
08-07-2020,30 m²,8 m,4 m,"56,67 triệu/m²"
08-07-2020,68 m²,16 m,4 m,"98,53 triệu/m²"
08-07-2020,20 m²,7 m,3 m,"82,5 triệu/m²"
08-07-2020,33 m²,9 m,3 m,"103,03 triệu/m²"
08-07-2020,32 m²,7 m,4.6 m,"46,88 triệu/m²"
08-07-2020,42 m²,10 m,4 m,"61,9 triệu/m²"
08-07-2020,34 m²,12 m,3 m,"64,71 triệu/m²"
08-07-2020,46 m²,12 m,4 m,"154,35 triệu/m²"
08-07-2020,55 m²,19 m,3 m,"130,91 triệu/m²"
08-07-2020,4 m²,9.5 m,4.3 m,850 triệu/m²
08-07-2020,35 m²,8 m,4 m,"68,57 triệu/m²"
08-07-2020,40 m²,11.5 m,3.5 m,"77,5 triệu/m²"
08-07-2020,40 m²,10 m,4 m,105 triệu/m²
08-07-2020,36 m²,9 m,4.5 m,"104,17 triệu/m²"
08-07-2020,19 m²,5.4 m,3.5 m,"68,42 triệu/m²"
08-07-2020,14 m²,3 m,4 m,"64,29 triệu/m²"
08-07-2020,33 m²,10 m,3.3 m,"84,85 triệu/m²"
08-07-2020,35 m²,10 m,3.5 m,"85,71 triệu/m²"
08-07-2020,40 m²,10 m,4 m,75 triệu/m²
08-07-2020,30 m²,8 m,4 m,"76,67 triệu/m²"
08-07-2020,182 m²,18 m,10 m,"505,49 triệu/m²"
08-07-2020,35 m²,9.7 m,3.7 m,"108,57 triệu/m²"
08-07-2020,42 m²,12 m,35 m,"67,86 triệu/m²"
08-07-2020,42 m²,10 m,3.2 m,"47,62 triệu/m²"
07-07-2020,42 m²,11 m,4 m,"92,86 triệu/m²"
07-07-2020,50 m²,10 m,5 m,136 triệu/m²
07-07-2020,32 m²,5.3 m,6 m,"78,13 triệu/m²"
07-07-2020,25 m²,7.6 m,3.3 m,92 triệu/m²
07-07-2020,60 m²,15 m,4 m,"78,33 triệu/m²"
07-07-2020,52 m²,11 m,5 m,"69,23 triệu/m²"
07-07-2020,45 m²,9 m,5 m,"62,22 triệu/m²"
07-07-2020,50 m²,11 m,4.5 m,"31,8 triệu/m²"
07-07-2020,35 m²,10 m,3.5 m,100 triệu/m²
07-07-2020,55 m²,10 m,6 m,"52,73 triệu/m²"
07-07-2020,34 m²,9 m,4 m,"170,59 triệu/m²"
07-07-2020,54 m²,9 m,6 m,"110,19 triệu/m²"
07-07-2020,57 m²,11 m,5 m,"69,3 triệu/m²"
07-07-2020,35 m²,10 m,3.5 m,100 triệu/m²
07-07-2020,42 m²,12 m,3 m,"328,57 triệu/m²"
07-07-2020,50 m²,10 m,5 m,"121,8 triệu/m²"
07-07-2020,40 m²,11 m,3 m,"147,5 triệu/m²"
07-07-2020,32 m²,8 m,4 m,"62,5 triệu/m²"
07-07-2020,44 m²,10 m,4 m,375 triệu/m²
07-07-2020,45 m²,11 m,4 m,"101,11 triệu/m²"
07-07-2020,100 m²,17 m,6 m,65 triệu/m²
07-07-2020,65 m²,16 m,4 m,"56,15 triệu/m²"
07-07-2020,42 m²,10 m,4 m,"61,9 triệu/m²"
07-07-2020,99 m²,20 m,4 m,"86,87 triệu/m²"
07-07-2020,40 m²,1 m,1 m,"137,5 triệu/m²"
07-07-2020,72 m²,19 m,4 m,"62,5 triệu/m²"
07-07-2020,30 m²,6 m,4 m,75 triệu/m²
07-07-2020,70 m²,17 m,4 m,"221,43 triệu/m²"
07-07-2020,40 m²,11 m,3.8 m,"87,5 triệu/m²"
07-07-2020,46 m²,639 m,636 m,"63,04 triệu/m²"
07-07-2020,43 m²,8 m,5 m,"60,47 triệu/m²"
07-07-2020,75 m²,18 m,4 m,40 triệu/m²
07-07-2020,42 m²,11 m,4 m,"105,95 triệu/m²"
07-07-2020,50 m²,7 m,6 m,110 triệu/m²
07-07-2020,37 m²,10 m,3 m,"94,59 triệu/m²"
07-07-2020,45 m²,9 m,5 m,"102,22 triệu/m²"
07-07-2020,40 m²,6 m,7 m,80 triệu/m²
07-07-2020,22 m²,8 m,4 m,"81,82 triệu/m²"
07-07-2020,48 m²,12 m,4 m,"145,83 triệu/m²"
07-07-2020,44 m²,11 m,4 m,125 triệu/m²
07-07-2020,38 m²,10 m,4 m,"86,84 triệu/m²"
07-07-2020,56 m²,14 m,4 m,"98,21 triệu/m²"
07-07-2020,60 m²,15 m,4 m,"58,33 triệu/m²"
07-07-2020,45 m²,11 m,4 m,"86,67 triệu/m²"
07-07-2020,41 m²,7 m,6 m,"87,8 triệu/m²"
07-07-2020,45 m²,9 m,5.4 m,"148,89 triệu/m²"
07-07-2020,38 m²,10 m,3 m,"100,53 triệu/m²"
07-07-2020,240 m²,22 m,11 m,"87,5 triệu/m²"
07-07-2020,30 m²,7 m,4 m,"128,33 triệu/m²"
07-07-2020,50 m²,12 m,4 m,144 triệu/m²
07-07-2020,50 m²,10 m,5 m,100 triệu/m²
07-07-2020,36 m²,9 m,3 m,"118,06 triệu/m²"
07-07-2020,85 m²,21 m,4 m,"84,71 triệu/m²"
07-07-2020,21 m²,6 m,4 m,"90,48 triệu/m²"
07-07-2020,50 m²,10 m,5 m,"99,8 triệu/m²"
07-07-2020,58 m²,15 m,4 m,"101,72 triệu/m²"
07-07-2020,55 m²,11 m,5 m,"151,82 triệu/m²"
07-07-2020,63 m²,16 m,4 m,"98,41 triệu/m²"
07-07-2020,39 m²,13 m,3 m,"87,18 triệu/m²"
07-07-2020,88 m²,17 m,5 m,"32,95 triệu/m²"
07-07-2020,34 m²,9 m,4 m,"72,06 triệu/m²"
07-07-2020,33 m²,10 m,3.3 m,"83,33 triệu/m²"
07-07-2020,50 m²,12 m,4 m,180 triệu/m²
07-07-2020,40 m²,11 m,3 m,90 triệu/m²
07-07-2020,48 m²,12 m,4 m,"229,17 triệu/m²"
07-07-2020,50 m²,10 m,5 m,124 triệu/m²
07-07-2020,46 m²,12 m,4 m,"154,35 triệu/m²"
07-07-2020,30 m²,8 m,4 m,145 triệu/m²
07-07-2020,67 m²,10 m,3 m,"86,57 triệu/m²"
07-07-2020,30 m²,5 m,7 m,"99,33 triệu/m²"
07-07-2020,40 m²,10 m,4 m,125 triệu/m²
07-07-2020,15 m²,5 m,2 m,100 triệu/m²
07-07-2020,30 m²,8 m,4 m,110 triệu/m²
07-07-2020,120 m²,20 m,6 m,"21,25 triệu/m²"
07-07-2020,24 m²,4 m,5 m,"181,25 triệu/m²"
07-07-2020,50 m²,12 m,4 m,135 triệu/m²
07-07-2020,42 m²,12 m,4 m,"64,29 triệu/m²"
07-07-2020,32 m²,8 m,4 m,"1,09375 tỷ/m²"
07-07-2020,65 m²,16 m,4 m,"50,77 triệu/m²"
07-07-2020,66 m²,16.5 m,4 m,"89,39 triệu/m²"
07-07-2020,58 m²,14.5 m,4 m,"76,63 triệu/m²"
07-07-2020,35 m²,10 m,3.53 m,"78,57 triệu/m²"
07-07-2020,75 m²,13 m,5 m,"70,67 triệu/m²"
07-07-2020,50 m²,12 m,4 m,58 triệu/m²
07-07-2020,32 m²,6 m,6 m,"184,38 triệu/m²"
07-07-2020,33 m²,8 m,5 m,"95,45 triệu/m²"
07-07-2020,90 m²,23 m,4.1 m,"255,56 triệu/m²"
07-07-2020,31 m²,10 m,3 m,"82,58 triệu/m²"
07-07-2020,70 m²,5 m,13 m,"114,29 triệu/m²"
07-07-2020,36 m²,9 m,4 m,"80,56 triệu/m²"
07-07-2020,40 m²,10 m,4 m,75 triệu/m²
07-07-2020,120 m²,19 m,6 m,"316,67 triệu/m²"
07-07-2020,48 m²,12 m,4 m,"7,29 triệu/m²"
07-07-2020,31 m²,6 m,5 m,"61,29 triệu/m²"
07-07-2020,46 m²,10 m,5 m,"69,57 triệu/m²"
07-07-2020,48 m²,10 m,5 m,150 triệu/m²
07-07-2020,141 m²,14 m,10 m,"70,21 triệu/m²"
07-07-2020,107 m²,21 m,5 m,"205,61 triệu/m²"
07-07-2020,45 m²,11 m,4 m,"73,33 triệu/m²"
07-07-2020,106 m²,21 m,5 m,"99,06 triệu/m²"
07-07-2020,35 m²,10 m,3 m,"52,86 triệu/m²"
07-07-2020,35 m²,9 m,4 m,50 triệu/m²
07-07-2020,40 m²,9 m,3 m,"72,5 triệu/m²"
07-07-2020,66 m²,15 m,5 m,"81,82 triệu/m²"
07-07-2020,45 m²,8 m,5 m,"177,78 triệu/m²"
07-07-2020,30 m²,6 m,5 m,110 triệu/m²
07-07-2020,50 m²,15 m,3 m,270 triệu/m²
07-07-2020,30 m²,7 m,4 m,"196,67 triệu/m²"
07-07-2020,200 m²,20 m,10 m,10 triệu/m²
07-07-2020,33 m²,8 m,4 m,"106,06 triệu/m²"
07-07-2020,30 m²,9 m,3 m,"83,33 triệu/m²"
07-07-2020,24 m²,7 m,3 m,"58,33 triệu/m²"
07-07-2020,55 m²,11 m,5 m,"81,82 triệu/m²"
07-07-2020,30 m²,5 m,6 m,"93,33 triệu/m²"
07-07-2020,32 m²,8 m,4 m,"109,38 triệu/m²"
07-07-2020,23 m²,7 m,3 m,"99,57 triệu/m²"
07-07-2020,42 m²,11 m,4.1 m,150 triệu/m²
07-07-2020,30 m²,66 m,4 m,"66,67 triệu/m²"
07-07-2020,45 m²,14 m,3.3 m,"93,33 triệu/m²"
07-07-2020,70 m²,14 m,5 m,"98,57 triệu/m²"
07-07-2020,44 m²,12.42 m,3.5 m,"40,91 triệu/m²"
07-07-2020,30 m²,10 m,3 m,"45,33 triệu/m²"
07-07-2020,40 m²,8 m,3 m,"47,5 triệu/m²"
07-07-2020,70 m²,11.5 m,6.3 m,"235,71 triệu/m²"
07-07-2020,32 m²,10 m,3 m,"82,81 triệu/m²"
07-07-2020,35 m²,9 m,3 m,"74,29 triệu/m²"
07-07-2020,48 m²,10 m,3 m,"162,5 triệu/m²"
07-07-2020,32 m²,10 m,3 m,"37,5 triệu/m²"
07-07-2020,50 m²,10 m,5 m,76 triệu/m²
07-07-2020,32 m²,10 m,3 m,"81,25 triệu/m²"
07-07-2020,60 m²,7 m,8 m,500 triệu/m²
07-07-2020,38 m²,8 m,4 m,"68,42 triệu/m²"
07-07-2020,100 m²,20 m,5 m,45 triệu/m²
07-07-2020,45 m²,10 m,4 m,"124,44 triệu/m²"
07-07-2020,70 m²,9.7 m,6.2 m,"188,57 triệu/m²"
07-07-2020,32 m²,8 m,4 m,75 triệu/m²
07-07-2020,50 m²,15 m,3 m,55 triệu/m²
07-07-2020,50 m²,11 m,4.5 m,250 triệu/m²
07-07-2020,33 m²,4 m,9 m,"89,39 triệu/m²"
07-07-2020,36 m²,10 m,4 m,"111,11 triệu/m²"
07-07-2020,54 m²,12 m,4 m,"120,37 triệu/m²"
07-07-2020,33 m²,9 m,4 m,"58,18 triệu/m²"
07-07-2020,49 m²,21 m,3 m,"159,18 triệu/m²"
07-07-2020,34 m²,8 m,4 m,"61,76 triệu/m²"
07-07-2020,38 m²,10 m,4 m,"78,42 triệu/m²"
07-07-2020,47 m²,11 m,4 m,"95,74 triệu/m²"
07-07-2020,23 m²,8 m,3 m,"54,35 triệu/m²"
07-07-2020,95 m²,20 m,5 m,36.842 đ/m²
07-07-2020,38 m²,9 m,4 m,"71,05 triệu/m²"
07-07-2020,62 m²,12 m,4.8 m,"51,61 triệu/m²"
07-07-2020,15 m²,5 m,3 m,100 triệu/m²
07-07-2020,35 m²,10 m,3.2 m,"70,86 triệu/m²"
07-07-2020,59 m²,11 m,5 m,"64,41 triệu/m²"
07-07-2020,40 m²,8 m,3 m,"212,5 triệu/m²"
07-07-2020,120 m²,20 m,6 m,"2,92 triệu/m²"
07-07-2020,47 m²,6.8 m,7 m,"91,49 triệu/m²"
07-07-2020,78 m²,15 m,5.4 m,"36,54 triệu/m²"
07-07-2020,33 m²,15 m,15 m,"106,06 triệu/m²"
07-07-2020,45 m²,11 m,4 m,110 triệu/m²
07-07-2020,35 m²,6 m,6 m,"97,14 triệu/m²"
07-07-2020,37 m²,10 m,3 m,"94,59 triệu/m²"
07-07-2020,45 m²,12 m,4 m,"107,78 triệu/m²"
07-07-2020,64 m²,11 m,6 m,"81,25 triệu/m²"
07-07-2020,15 m²,5 m,4 m,"99,33 triệu/m²"
07-07-2020,90 m²,18 m,5 m,"272,22 triệu/m²"
07-07-2020,50 m²,15 m,3 m,50 triệu/m²
07-07-2020,30 m²,6 m,5 m,"83,33 triệu/m²"
07-07-2020,42 m²,15 m,5 m,"67,86 triệu/m²"
07-07-2020,35 m²,7 m,5 m,"94,29 triệu/m²"
07-07-2020,30 m²,9 m,3.3 m,61 triệu/m²
07-07-2020,54 m²,8 m,6 m,"25,93 triệu/m²"
07-07-2020,30 m²,8 m,4 m,65 triệu/m²
07-07-2020,44 m²,11 m,3 m,"106,82 triệu/m²"
07-07-2020,55 m²,11 m,5 m,"63,64 triệu/m²"
07-07-2020,46 m²,65 m,74 m,"32,61 triệu/m²"
07-07-2020,24 m²,6 m,4 m,"58,33 triệu/m²"
07-07-2020,40 m²,7 m,5 m,70 triệu/m²
07-07-2020,70 m²,12 m,5 m,"392,86 triệu/m²"
07-07-2020,30 m²,10 m,3 m,100 triệu/m²
07-07-2020,30 m²,8 m,4 m,120 triệu/m²
07-07-2020,72 m²,15 m,5 m,"152,78 triệu/m²"
07-07-2020,31 m²,15 m,15 m,"82,26 triệu/m²"
07-07-2020,31 m²,8 m,3.6 m,"88,71 triệu/m²"
07-07-2020,41 m²,10 m,4 m,"182,93 triệu/m²"
07-07-2020,37 m²,11 m,3 m,"81,08 triệu/m²"
07-07-2020,30 m²,8 m,3 m,"88,33 triệu/m²"
07-07-2020,32 m²,10 m,3 m,"65,63 triệu/m²"
07-07-2020,50 m²,12 m,4 m,100 triệu/m²
07-07-2020,66 m²,12 m,4 m,"96,21 triệu/m²"
